Study_ID,Short_ID,Short_ID,Short_Description,Study_Description,Subject_Count,Status,Study_Type,Intervention_Type,Age_Lower_Limit,Units_for_Age_Lo,Age_Upper_Limit,Units_for_Age_Up,Country,Population,Anthropometric_Data,included,included_anthropometry,included_longitudinal,included_low_income,included_small,included_age,included_ill,included_qc,included_measurement_freq
MICS-NPL-2014,,,MICS Nepal 2014,"MICS Nepal 2014, survey",20599,MPC,Survey,,,,,,NPL,,Yes,0,1,0,1,1,0,1,1,
GMS-Nepal,GMSN,gmsn,"Growth Monitoring Study, Nepal",Monthly monitoring of newborn infants in Dhanusha district through age 24 or 25 mo,699,QC completed,Longitudinal,No Intervention,0,Days,3,Days,NPL,Newborns in Dhanusha Distrtict,Len and Wt monthly  through age 12 months,1,1,1,1,1,1,1,1,1
DHS-PAK-1991,,,DHS Pakistan 1991,"DHS Pakistan 1991, survey",13039,MPC,Survey,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
DHS-PAK-2012,,,DHS Pakistan 2012,"DHS Pakistan 2012, survey",25321,MPC,Survey,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
IPUMS-PAK-1973,,,IPUMS-International Pakistan 1973,"IPUMS-International Pakistan 1973, census",1453332,MPC,Census,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
IPUMS-PAK-1981,,,IPUMS-International Pakistan 1981,"IPUMS-International Pakistan 1981, census",8433058,MPC,Census,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
IPUMS-PAK-1998,,,IPUMS-International Pakistan 1998,"IPUMS-International Pakistan 1998, census",13102024,MPC,Census,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
MICS-PAK-2010,,,MICS Pakistan 2010,"MICS Pakistan 2010, survey",29390,MPC,Survey,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
MICS-PAK-2011,,,MICS Pakistan 2011,"MICS Pakistan 2011, survey",224940,MPC,Survey,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
MICS-PAK-2014,,,MICS Pakistan 2014,"MICS Pakistan 2014, survey",81163,MPC,Survey,,,,,,PAK,,Yes,0,1,0,1,1,0,1,1,
AgaKhanUniv,AKUP,akup,Aga Khan University Nutrition Intervention Study,Scaling up evidence-based nutrition interventions to address maternal and child health outcomes in rural Sindh,1769,QC completed,Longitudinal,Nutritional,0,Years,2,Years,PAK,Children in rural Sindh province,"Yes (at baseline, 6, 12, 18 and 24 months)",1,1,1,1,1,1,1,1,0
EE,EE,ee,Study of Biomarkers for Environmental Enteropathy,"Monthly anthropometry since birth, daily symptoms, and biomarkers for environmental enteropathy in blood, urine, and stool",380,QC completed,Longitudinal,No Intervention,0,Days,19,Days,PAK,Community based cohort of children aged 6 and 9 mo in rural Matiari District,"Ht, Wt, MUAC monthly for 12-14 months",1,1,1,1,1,1,1,1,1
Grip,Grip,grip,"LRTI, RSV and Influenza Cohort Study",Cohort study of children with lower respiratory tract infection associated with respiratory syncytial virus or influenza virus,203,QC completed,Longitudinal,No Intervention,0,Days,5,Years,PAK,"Children aged < 5 y in Ali Akber Shah goth, Karachi, with lower respiratory tract infection",Ht & Wt  monthly for 6-12 months,0,1,1,1,1,1,0,1,
ResPak,Rspk,rspk,Respiratory Pathogens Birth Cohort,Characterization of endemic respiratory pathogens in urban pregnant women and newborns,278,QC completed,Longitudinal,No Intervention,0,Days,0,Days,PAK,Birth cohort in Karachi,Ht & Wt  monthly for 12-18 months,1,1,1,1,1,1,1,1,1
DHS-PER-1991,,,DHS Peru 1991,"DHS Peru 1991, survey",25244,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
DHS-PER-1996,,,DHS Peru 1996,"DHS Peru 1996, survey",46500,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
DHS-PER-2000,,,DHS Peru 2000,"DHS Peru 2000, survey",41540,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
DHS-PER-2006,,,DHS Peru 2006,"DHS Peru 2006, survey",58837,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
DHS-PER-2010,,,DHS Peru 2010,"DHS Peru 2010, survey",32228,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
DHS-PER-2011,,,DHS Peru 2011,"DHS Peru 2011, survey",31663,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
DHS-PER-2012,,,DHS Peru 2012,"DHS Peru 2012, survey",33508,MPC,Survey,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
IPUMS-PER-1993,,,IPUMS-International Peru 1993,"IPUMS-International Peru 1993, census",2206424,MPC,Census,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
IPUMS-PER-2007,,,IPUMS-International Peru 2007,"IPUMS-International Peru 2007, census",2745895,MPC,Census,,,,,,PER,,Yes,0,1,0,1,1,0,1,1,
CONTENT,CNTT,cntt,Eval. of Neglected Enteric Infections,"Study of growth, diarrhea, and socioeconomic status",215,QC completed,Longitudinal,No Intervention,0,Days,90,Days,PER,Birth cohort of children followed to age 4 y,Ht & Wt every 1-2 weeks for 1-2 years,1,1,1,1,1,1,1,1,1
Peru Huascar,PHua,phua,Infant Growth in Peru,Longitudinal study of growth and morbidity in infants,153,QC completed,Longitudinal,No Intervention,0,Days,0,Days,PER,"Birth cohort in poor, periurban Lima","Ht, Wt, MUAC and HCir monthly for 12 months, then quarterly for another year in a subset",0,1,1,1,0,1,1,1,
Peru PersistDiarrhea,PPD,ppd,Peru Persistent Diarrhea,"Randomized, community-based trial of the effect of zinc supplementation, with and without other micronutrients, on the duration of persistent childhood diarrhea",412,QC completed,Longitudinal,Nutritional,0,Days,0,Days,PER,Children in Lima with persistent diarrhea,"WT, HT, MUAC",0,1,1,1,1,1,0,1,
Peru Zn,PZn,pzn,Peru Zn Fortification,Zinc fortification study,302,QC completed,Longitudinal,Nutritional,0,Days,0,Days,PER,"Children at high risk of zinc deficiency, but not acutely malnourished, in poor, periurban Trujillo (LAZ < -0.5; WHZ > -3; hemoglobin > 8.0 g/dL)","Ht, Wt at 3 time points over 6 months.
Metabolic substudy in ~150 patients:  MUAC, FFM, FM, plasma gherlin, glucose, insulin, leptin.",0,1,1,1,1,1,0,1,
CMIN,CMIN,cmin,Child Malnutrition and Infection Network,7 longitudinal cohort studies of early childhood in low- and middle-income countries,3126,QC completed,Longitudinal,No Intervention,0,Months,24,Months,"PER, BRA, GNB, BGD",7 longitudinal infant cohorts,Ht & Wt every 1-4 months for 1-3 years,1,1,1,1,1,1,1,1,1
DHS-PHL-1993,,,DHS Philippines 1993,"DHS Philippines 1993, survey",24224,MPC,Survey,,,,,,PHL,,Yes,0,1,0,1,1,0,1,1,
DHS-PHL-1998,,,DHS Philippines 1998,"DHS Philippines 1998, survey",22066,MPC,Survey,,,,,,PHL,,Yes,0,1,0,1,1,0,1,1,
DHS-PHL-2003,,,DHS Philippines 2003,"DHS Philippines 2003, survey",20778,MPC,Survey,,,,,,PHL,,Yes,0,1,0,1,1,0,1,1,
DHS-PHL-2008,,,DHS Philippines 2008,"DHS Philippines 2008, survey",20166,MPC,Survey,,,,,,PHL,,Yes,0,1,0,1,1,0,1,1,
DHS-PHL-2013,,,DHS Philippines 2013,"DHS Philippines 2013, survey",23909,MPC,Survey,,,,,,PHL,,Yes,0,1,0,1,1,0,1,1,
MICS-PHL-1999,,,MICS Philippines 1999,"MICS Philippines 1999, survey",16164,MPC,Survey,,,,,,PHL,,Yes,0,1,0,1,1,0,1,1,
DHS-RWA-1992,,,DHS Rwanda 1992,"DHS Rwanda 1992, survey",12061,MPC,Survey,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
DHS-RWA-2000,,,DHS Rwanda 2000,"DHS Rwanda 2000, survey",18343,MPC,Survey,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
DHS-RWA-2005,,,DHS Rwanda 2005,"DHS Rwanda 2005, survey",19970,MPC,Survey,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
DHS-RWA-2010,,,DHS Rwanda 2010,"DHS Rwanda 2010, survey",22673,MPC,Survey,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-RWA-1991,,,IPUMS-International Rwanda 1991,"IPUMS-International Rwanda 1991, census",742918,MPC,Census,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-RWA-2002,,,IPUMS-International Rwanda 2002,"IPUMS-International Rwanda 2002, census",843392,MPC,Census,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
MICS-RWA-2000,,,MICS Rwanda 2000,"MICS Rwanda 2000, survey",3902,MPC,Survey,,,,,,RWA,,Yes,0,1,0,1,1,0,1,1,
DHS-SDN-1989,,,DHS Sudan 1989-90,"DHS Sudan 1989-90, survey",12504,MPC,Survey,,,,,,SDN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-SDN-2008,,,IPUMS-International Sudan 2008,"IPUMS-International Sudan 2008, census",5066530,MPC,Census,,,,,,SDN,,Yes,0,1,0,1,1,0,1,1,
MICS-SDN-2000,,,MICS Sudan 2000,"MICS Sudan 2000, survey",46241,MPC,Survey,,,,,,SDN,,Yes,0,1,0,1,1,0,1,1,
MICS-SDN-2010,,,MICS Sudan 2010,"MICS Sudan 2010, survey",32471,MPC,Survey,,,,,,SDN,,Yes,0,1,0,1,1,0,1,1,
GUSTO,GSTO,gsto,GUSTO,Growing Up in Singapore Towards Healthy Outcomes,1171,QC completed,Longitudinal,No Intervention,-28,Weeks,0,Days,SGP,Birth cohort,"Ht, Wt, Hcir, Abd Cir, limb sizes",0,1,1,0,1,0,1,1,
IPUMS-SSD-2008,,,IPUMS-International South Sudan 2008,"IPUMS-International South Sudan 2008, census",542765,MPC,Census,,,,,,SSD,,Yes,0,1,0,1,1,0,1,1,
MICS-SSD-2010,,,MICS South Sudan 2010,"MICS South Sudan 2010, survey",21608,MPC,Survey,,,,,,SSD,,Yes,0,1,0,1,1,0,1,1,
DHS-TCD-1996,,,DHS Chad 1996,"DHS Chad 1996, survey",14862,MPC,Survey,,,,,,TCD,,Yes,0,1,0,1,1,0,1,1,
DHS-TCD-2004,,,DHS Chad 2004,"DHS Chad 2004, survey",11720,MPC,Survey,,,,,,TCD,,Yes,0,1,0,1,1,0,1,1,
MICS-TCD-2000,,,MICS Chad 2000,"MICS Chad 2000, survey",11289,MPC,Survey,,,,,,TCD,,Yes,0,1,0,1,1,0,1,1,
MICS-TCD-2010,,,MICS Chad 2010,"MICS Chad 2010, survey",35801,MPC,Survey,,,,,,TCD,,Yes,0,1,0,1,1,0,1,1,
DHS-TUR-1993,,,DHS Turkey 1993,"DHS Turkey 1993, survey",10243,MPC,Survey,,,,,,TUR,,Yes,0,1,0,1,1,0,1,1,
DHS-TUR-1998,,,DHS Turkey 1998,"DHS Turkey 1998, survey",12141,MPC,Survey,,,,,,TUR,,Yes,0,1,0,1,1,0,1,1,
DHS-TUR-2003,,,DHS Turkey 2003,"DHS Turkey 2003, survey",12608,MPC,Survey,,,,,,TUR,,Yes,0,1,0,1,1,0,1,1,
IPUMS-TUR-1985,,,IPUMS-International Turkey 1985,"IPUMS-International Turkey 1985, census",2554364,MPC,Census,,,,,,TUR,,Yes,0,1,0,1,1,0,1,1,
IPUMS-TUR-1990,,,IPUMS-International Turkey 1990,"IPUMS-International Turkey 1990, census",2864207,MPC,Census,,,,,,TUR,,Yes,0,1,0,1,1,0,1,1,
IPUMS-TUR-2000,,,IPUMS-International Turkey 2000,"IPUMS-International Turkey 2000, census",3444456,MPC,Census,,,,,,TUR,,Yes,0,1,0,1,1,0,1,1,
DHS-TZA-1991,,,DHS Tanzania 1991,"DHS Tanzania 1991, survey",17376,MPC,Survey,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
DHS-TZA-1996,,,DHS Tanzania 1996,"DHS Tanzania 1996, survey",14909,MPC,Survey,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
DHS-TZA-1999,,,DHS Tanzania 1999,"DHS Tanzania 1999, survey",7244,MPC,Survey,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
DHS-TZA-2004,,,DHS Tanzania 2004,"DHS Tanzania 2004, survey",18893,MPC,Survey,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
DHS-TZA-2010,,,DHS Tanzania 2010,"DHS Tanzania 2010, survey",18162,MPC,Survey,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-TZA-1988,,,IPUMS-International Tanzania 1988,"IPUMS-International Tanzania 1988, census",2310424,MPC,Census,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-TZA-2002,,,IPUMS-International Tanzania 2002,"IPUMS-International Tanzania 2002, census",3732735,MPC,Census,,,,,,TZA,,Yes,0,1,0,1,1,0,1,1,
TanzaniaChild2,TZC2,tzc2,Tanzania Child 2,Zinc and micronutrients,2400,QC completed,Longitudinal,Nutritional,0,Days,12,Weeks,TZA,Infants born to HIV-negative women,Ht & Wt monthly through Month 18,1,1,1,1,1,1,1,1,1
DHS-UGA-1988,,,DHS Uganda 1988,"DHS Uganda 1988, survey",9689,MPC,Survey,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
DHS-UGA-1995,,,DHS Uganda 1995,"DHS Uganda 1995, survey",12826,MPC,Survey,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
DHS-UGA-2001,,,DHS Uganda 2001,"DHS Uganda 2001, survey",14359,MPC,Survey,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
DHS-UGA-2006,,,DHS Uganda 2006,"DHS Uganda 2006, survey",16900,MPC,Survey,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
DHS-UGA-2011,,,DHS Uganda 2011,"DHS Uganda 2011, survey",16552,MPC,Survey,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-UGA-1991,,,IPUMS-International Uganda 1991,"IPUMS-International Uganda 1991, census",1548460,MPC,Census,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-UGA-2002,,,IPUMS-International Uganda 2002,"IPUMS-International Uganda 2002, census",2497449,MPC,Census,,,,,,UGA,,Yes,0,1,0,1,1,0,1,1,
BAMBAM,BMBM,bmbm,Brain Myelination in Children,Brain myelination and cognitive development in children,406,QC completed,Longitudinal,No Intervention,3,Months,12,Years,USA,Rhode Island children aged 3 mo - 12y,"WT, HT, HCIR data from 3 months to 12 years (varies from subject to subject)",0,1,1,0,1,1,1,1,
Bogalusa,BGLU,bglu,Bogalusa Heart Study,Bogalusa Heart Study,11796,QC completed,Longitudinal,No Intervention,3,Years,37,Years,USA,"Infants, children, and adults in Bogalusa, Louisiana","height, weight, skinfold, blood pressure, physical exam, bmi",0,1,1,0,1,0,1,1,
CANDLE,CNDL,cndl,CANDLE Study,Systems dynamics modeling of growth in children,1463,QC completed,Cross Sectional,No Intervention,9,Months,15,Months,USA,"Infants from Memphis, Tennessee",None,0,0,0,0,1,1,1,1,
CPP4674,CPP4,cpp4,Collaborative Perinatal Project,Collaborative Perinatal Project birth cohort,59391,QC completed,Longitudinal,No Intervention,0,Days,0,Days,USA,Multisite birth cohort,"Ht & Wt at birth, Yr 1, Y4 & Yr 7.  Also HCir at Yr 7.",0,1,1,0,1,1,1,1,
Detroit-Longitudinal,DTWL,dtwl,Detroit Longitudinal Cohort,Effects of moderate to heavy prenatal alcohol exposure on Bayley scale in African-American infants,482,QC completed,Longitudinal,No Intervention,0,Days,18,Years,USA,African-American infants in Detroit with moderate to heavy prenatal alcohol exposure,"Wt, Len and HCIR at birth, 6 and 13 months",0,1,1,0,1,1,1,1,
Fels,Fels,fels,The Fels Longitudinal Study,"Multigenerational, longitudinal study of growth and health outcomes",2682,QC completed,Longitudinal,No Intervention,0,Days,120,Years,USA,"Multigenerational birth cohort in Dayton, Ohio","Ht, Wt, TSFT, MUAC, many other body size measurements, bone density",0,1,1,0,1,1,1,1,
HealthyStart,HLTS,hlts,Healthy Start Study,"Longitudinal epidemiological study of metabolic and behavioral factors during pregnancy that cause obesity, insulin resistance, and abnormal inflammatory markers in offspring",1410,QC completed,Longitudinal,No Intervention,-31,Weeks,-6,Weeks,USA,"Ethnically diverse pregnant women in Denver, Colorado","WT, LEN, BMI, Fat mass, Fat free mass",0,1,1,0,1,0,1,1,
MANA-2.0,MAN2,man2,Midwives Alliance of North America Statistics Registry,Midwives Alliance of North America statistics registry of planned homebirths or birth center births,20786,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Children born at home or birth centers with the assistance of midwives participating in the Midwives Alliance of North America Statistics Registry,"Mother's height, mother's prepregnancy weight, mother's pre-gravid BMI; birth weight in grams",0,0,0,0,1,1,1,1,
MANA-3.0,MAN3,man3,Midwives Alliance of North America Statistics Registry,Midwives Alliance of North America statistics registry of planned homebirths or birth center births,12486,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Children born at home or birth centers with the assistance of midwives participating in the Midwives Alliance of North America Statistics Registry,"Mother's height, mother's prepregnancy weight, mother's pre-gravid BMI; birth weight in grams",0,0,0,0,1,1,1,1,
MANA-4.0,MAN4,man4,Midwives Alliance of North America Statistics Registry,Midwives Alliance of North America statistics registry of planned homebirths or birth center births,67681,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Children born at home or birth centers with the assistance of midwives participating in the Midwives Alliance of North America Statistics Registry,"Mother's height, mother's prepregnancy weight, mother's pre-gravid BMI; birth weight in grams",0,0,0,0,1,1,1,1,
NHANES-1999-00,HN99,hn99,"NHANES, 1999-2000","National Health and Nutrition Examination Study, 1999-2000",9965,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHANES-2001-02,HN01,hn01,"NHANES, 2001-02","National Health and Nutrition Examination Study, 2001-2002",11039,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHANES-2003-04,HN03,hn03,"NHANES, 2003-04","National Health and Nutrition Examination Study, 2003-2004",10122,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHANES-2005-06,HN05,hn05,"NHANES, 2005-06","National Health and Nutrition Examination Study, 2005-2006",10348,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHANES-2007-08,HN07,hn07,"NHANES, 2007-08","National Health and Nutrition Examination Study, 2007-2008",10149,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHANES-2009-10,HN09,hn09,"NHANES, 2009-10","National Health and Nutrition Examination Study, 2009-2010",10537,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHANES-2011-12,HN11,hn11,"NHANES, 2011-12","National Health and Nutrition Examination Study, 2011-2012",9756,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Population aged 0-85 y,"Ht, Wt, Hcir, MUAC, TSFT, SSFT",0,1,0,0,1,1,1,1,
NHLBI-DISC,DISC,disc,Dietary Intervention Study in Children,Multicenter prospective study: efficacy and safety of a lipid-lowering diet in children aged 8 to 10 years with moderately elevated low-density lipoprotein cholesterol (LDL-C) levels,663,QC completed,Longitudinal,Nutritional,9,Years,10,Years,USA,Children,"Height, weight, blood pressure, etc",0,1,1,0,1,0,1,1,
NHLBI-GHS,NGHS,nghs,NHLBI Growth and Health Study,Observational study: risk factors associated with obesity and cardiovascular disease in African-American and white girls,2379,QC completed,Longitudinal,No Intervention,9,Years,11,Years,USA,Adolescent girls,"Height, weight, blood pressure, etc",0,1,1,0,1,0,1,1,
NHLBI-TAAG,TAAG,taag,Trials of Activity in Adolescent Girls,"Multicenter, group-randomized trial of schools: interventions to reduce the decline in moderate-to-vigorous physical activity in middle school girls",11985,QC completed,Longitudinal,Behavioral,10,Years,16,Years,USA,Adolescent girls,"Height, weight, blood pressure, etc",0,1,1,0,1,0,1,1,
NICHD-FGS,FGS,fgs,NICHD Fetal Growth Study,Observational epidemiologic study of ultrasonography in low-risk pregnant women to measure fetal growth,2334,QC completed,Longitudinal,No Intervention,-39,Weeks,1,Days,USA,Women with low-risk pregnancies excluding obese and twin cohorts; 5 ultrasonography measurements per pregnancy,Ultrasound at 5 time points,0,0,1,0,1,1,1,1,
NPIC,NPIC,npic,National Perinatal Information Center,National Perinatal Information Center,1583358,QC completed,Cross Sectional,No Intervention,0,Days,28,Days,USA,Neonates,Birth weight,0,1,0,0,1,1,1,1,
PEDIATRIX,PDRX,pdrx,PEDIATRIX Clinical Datawarehouse,Registry of births in the PEDIATRIX Clinical Data Warehouse,1072682,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Newborns admitted to the neonatal intensive care unit and followed through hospital discharge,"Len, Wt",0,1,0,0,1,1,0,1,
UMN-Amplatz,UMA,uma,University of Minnesota Amplatz Study,"Growth, body composition changes, nutrition, illness, and cognition in very low birth weight (VLBW) preterm infants",56,QC completed,Longitudinal,No Intervention,0,Days,24,Months,USA,Very low birth weight preterm infants from age 0-24 mo,Body Composition Data,0,1,1,0,0,1,0,1,
UMN-MINNoWS,UMI,umi,University of Minnesota MINNOWS Study,"Growth, body composition, and cognition in preschool children who were preterm or term infants",100,QC completed,Longitudinal,No Intervention,3,Years,4,Years,USA,Preschool children,Body Composition Data,0,1,1,0,0,0,1,1,
UMN-MOD,UMM,umm,University of Minnesota MOD Study,Effects of illness and nutrition on growth and cognition of preterm infants,47,QC completed,Longitudinal,No Intervention,0,Days,48,Months,USA,Very low birth weight preterm infants,Body Composition Data,0,1,1,0,0,1,0,1,
UMN-NORM,UMN,umn,University of Minnesota NORM Study,"Body composition in preterm infants: means, standard deviations, and sex and ethnic differences",170,QC completed,Longitudinal,No Intervention,0,Days,60,Days,USA,Preterm infants with gestational age at birth 30 to 36 wk,Body Composition Data,0,1,1,0,0,1,0,1,
USCDC-NHIS,NHIS,nhis,USCDC NHIS,National Health Interview Survey,13275,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,USA,Children,"Wt, Ht, birth wt,",0,1,0,0,1,1,1,1,
USHHS-NPHS-DrugUseLiveBirths,DULB,dulb,NPHS: Drug Use Live Births,National Pregnancy and Health Survey: drug use in women delivering live births,3386,QC completed,Survey,No Intervention,0,Days,0,Days,USA,Mothers and infants,"height, weight, blood pressure, etc",0,1,0,0,1,1,1,1,
Princeton-FFCWS,FFCW,ffcw,Fragile Families and Child Wellbeing Study,Fragile Families and Child Wellbeing Study,4898,Raw Data Received,Survey,No Intervention,0,Days,0,Days,USA,"Mothers, fathers, and infants","Height, weight, blood pressure, etc",0,1,0,0,1,1,1,1,
USDA-WIC-02,WIC2,wic2,USDA WIC,"Women, Infants and Children Nutritional Program",59999,Raw Data Received,Cross Sectional,No Intervention,0,Months,5,Years,USA,Women & children in WIC program,Child weight,0,1,0,0,1,1,1,1,
USDA-WIC-04,WIC4,wic4,USDA WIC,"Women, Infants and Children Nutritional Program",59994,Raw Data Received,Cross Sectional,No Intervention,0,Months,5,Years,USA,Women & children in WIC program,Child weight,0,1,0,0,1,1,1,1,
USDA-WIC-06,WIC6,wic6,USDA WIC,"Women, Infants and Children Nutritional Program",60001,Raw Data Received,Cross Sectional,No Intervention,0,Months,5,Years,USA,Women & children in WIC program,Child weight,0,1,0,0,1,1,1,1,
USDA-WIC-08,WIC8,wic8,USDA WIC,"Women, Infants and Children Nutritional Program",60008,Raw Data Received,Cross Sectional,No Intervention,0,Months,5,Years,USA,Women & children in WIC program,Child weight,0,1,0,0,1,1,1,1,
USDA-WIC-10,WICJ,wicj,USDA WIC,"Women, Infants and Children Nutritional Program",59995,Raw Data Received,Cross Sectional,No Intervention,0,Months,5,Years,USA,Women & children in WIC program,Child weight,0,1,0,0,1,1,1,1,
USDA-WIC-12,WICL,wicl,USDA WIC,"Women, Infants and Children Nutritional Program",59983,Raw Data Received,Cross Sectional,No Intervention,0,Months,5,Years,USA,Women & children in WIC program,Child weight,0,1,0,0,1,1,1,1,
AAP-NSECH,,,National Survey of Early Childhood Health,American Academy of Pediatrics National Survey of Early Childhood Health,2068,Will not be mapped,Cross Sectional,No Intervention,4,Months,35,Months,USA,"Phone survey, nationally representative sample of children aged 4-35 mo",None,0,0,0,0,1,1,1,1,
AFCARS-A,AFCA,afca,AFCARS Adoption,AFCARS adoption files,705795,Will not be mapped,Registry,No Intervention,0,Months,18,Years,USA,Adopted children,None,0,0,0,0,1,1,1,1,
AFCARS-F,AFCF,afcf,AFCARS Foster Care,AFCARS foster care files,4319780,Will not be mapped,Registry,No Intervention,0,Months,18,Years,USA,Children in state foster care systems,None,0,0,0,0,1,0,1,1,
NIMS,NIMS,nims,Nutrition Impact Model Study,Nutrition Impact Model Study,,Will not be mapped,Aggregate,No Intervention,0,Days,0,Days,USA,,None,0,0,0,0,0,1,1,1,
Maya Guatemala USA,MyaG,myag,Maya Guatemala & USA Study,Cross-sectional survey of Maya children and youth in rural highland Guatemala compared to children of Guatemalan migrants in Florida and California,3493,QC completed,Cross Sectional,No Intervention,2,Years,18,Years,"USA, GTM","Maya children and youth in rural highland Guatemala, and children of Guatemalan migrants in Florida and California","Wt, Ht, and in some cases MUAC and TSFT",0,1,0,0,1,1,1,1,
DHS-VNM-1997,,,DHS Vietnam 1997,"DHS Vietnam 1997, survey",7439,MPC,Survey,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
DHS-VNM-2002,,,DHS Vietnam 2002,"DHS Vietnam 2002, survey",6982,MPC,Survey,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
IPUMS-VNM-1989,,,IPUMS-International Vietnam 1989,"IPUMS-International Vietnam 1989, census",2626985,MPC,Census,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
IPUMS-VNM-1999,,,IPUMS-International Vietnam 1999,"IPUMS-International Vietnam 1999, census",2368167,MPC,Census,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
IPUMS-VNM-2009,,,IPUMS-International Vietnam 2009,"IPUMS-International Vietnam 2009, census",14177590,MPC,Census,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
MICS-VNM-2000,,,MICS Vietnam 2000,"MICS Vietnam 2000, survey",12357,MPC,Survey,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
MICS-VNM-2006,,,MICS Vietnam 2006,"MICS Vietnam 2006, survey",12153,MPC,Survey,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
MICS-VNM-2010,,,MICS Vietnam 2010-11,"MICS Vietnam 2010-11, survey",15844,MPC,Survey,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
MICS-VNM-2013,,,MICS Vietnam 2013-14,"MICS Vietnam 2013-14, survey",18825,MPC,Survey,,,,,,VNM,,Yes,0,1,0,1,1,0,1,1,
DHS-YEM-1991,,,DHS Yemen 1991,"DHS Yemen 1991, survey",13296,MPC,Survey,,,,,,YEM,,Yes,0,1,0,1,1,0,1,1,
DHS-YEM-2013,,,DHS Yemen 2013,"DHS Yemen 2013, survey",41527,MPC,Survey,,,,,,YEM,,Yes,0,1,0,1,1,0,1,1,
